,type,organization,comment,photo,photo_after,coords,subdistrict,district,timestamp,state,star,last_activity,severity,time_to_solve
1297,{กีดขวาง},"เขตบางกะปิ,การไฟฟ้านครหลวง เขตลาดกระบัง,การไฟฟ้านครหลวง MEA,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",เสาไฟฟ้ากีดขวางทางเท้า,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9f903ff9ab02dd7e54e48f6948f079de9e066581.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-03/1680164261238.jpeg,"100.64806,13.76278",หัวหมาก,บางกะปิ,2022-06-03 16:06:16.820111+00,เสร็จสิ้น,3.0,2023-03-30 08:17:42.701478+00,Low,31
1298,{เสียงรบกวน},"เขตคลองเตย,ฝ่ายสิ่งแวดล้อมฯ เขตคลองเตย,ผอ.เขตคลองเตย (นางเบญญา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ผับที่อยู่ในตึก T-One ส่งเสียงดังททั้งเสียงเพลงและคนมาเที่ยวรบกวนการพักผ่อน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e733c92af8b9df57efd8472c061c1ea6a3375de1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/6a346e6470fac105745eef01d47e416c42e0c911.jpg,"100.58042,13.72258",พระโขนง,คลองเตย,2022-06-03 16:12:59.178294+00,เสร็จสิ้น,4.0,2022-08-27 02:15:03.720529+00,Very Low,5
1299,{ต้นไม้},"เขตพญาไท,ฝ่ายรักษาความสะอาดฯ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ปัญหา:  ต้นไม้ใหญ่บนทางเท้า (ซึ่งถือเป็นทรัพย์สินของ กทม)  ตอนนี้โตและเบียดกำแพงบ้านจนพังแล้ว  ได้เคยแจ้ง สนง.เขตพญาไทย ทำเรื่องเป็นจดหมายขอมาตัด  และ เดินเรื่องจนได้จดหมายอนุญาติให้ตัดจาก สนง.เขตพญาไทยแล้วเมื่อ 4-5 ปี ก่อน แต่ก็ไม่มีใครมาตัดซักที จนท. ก้อไม่ยอมตัด จนตอนนี้กำแพงแตกแล้ว อีกหน่อยคงล้ม และ ถ้ามันเกิดล้มทับคนขึ้นมา หรือ ของในบ้านเสียหายขึ้นมาทำยังไง นะครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c9a5df7b02d93a649860277e1f133021a5bb2413.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/1b6699fe55b5893f8734a99226b5774d59ccb753.jpg,"100.53275,13.78335",สามเสนใน,พญาไท,2022-06-03 16:21:47.512389+00,เสร็จสิ้น,5.0,2022-09-09 10:41:37.430876+00,Very Low,6
1300,{เสียงรบกวน},"เขตคลองเตย,ฝ่ายสิ่งแวดล้อมฯ เขตคลองเตย,ผอ.เขตคลองเตย (นางเบญญา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ผับบนตึก T-One ส่งเสียงดังทั้งเสียงดนตรีและเสียงคน รบกวนการพักผ่อน ไม่แน่ใจว่ามาจากร้านทิชูก้า หรือ Paper plan,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/18523ab366aeda7d867915f9608209b21e420e50.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/905eb06d3ceaac20f82e83ef17b96f1c17e2cc4a.jpg,"100.58043,13.72255",พระโขนง,คลองเตย,2022-06-03 16:28:48.314478+00,เสร็จสิ้น,4.0,2022-06-24 08:35:28.45221+00,Low,7
1301,{ทางเท้า},"เขตหนองแขม,สำนักการโยธา กทม.,ผอ.เขตหนองแขม (นางมณีวรรณ),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",พิ้นฟุตบาทครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7e8626dcc2f1c46fcdcd09eada03ae202b5fae62.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/055a51a4f6cbb382624b6595ab35ece8e7269995.jpg,"100.38330,13.68072",หนองแขม,หนองแขม,2022-06-03 16:28:59.200072+00,เสร็จสิ้น,5.0,2022-08-15 02:54:19.044113+00,Very Low,7
1302,{แสงสว่าง},"เขตจอมทอง,ฝ่ายโยธา เขตจอมทอง,การไฟฟ้านครหลวง เขตบางขุนเทียน,การไฟฟ้านครหลวง เขตราษฎร์บูรณะ,การไฟฟ้านครหลวง MEA,ผอ.เขตจอมทอง (นายณัฐพงษ์),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ไฟส่องสว่างดับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2ab94c97b3d58866d4ca80cc15453d088bc0c595.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/1683006233057.jpeg,"100.45927,13.66135",บางมด,จอมทอง,2022-06-03 16:37:55.537847+00,เสร็จสิ้น,5.0,2023-05-02 05:43:54.201387+00,Very Low,3
1303,{แสงสว่าง},"เขตมีนบุรี,สำนักการโยธา กทม.,ฝ่ายโยธา เขตมีนบุรี,ผอ.เขตมีนบุรี (นายศักดิ์ชัย),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี),ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ภาพถ่ายเป็นเวลากลางคืน มองไม่เห็นครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ccafa9775d13d32411c406fd3599b9a6ff79e06f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3cf92f36ebb666dc290188828b5d5ef40bc719f0.jpg,"100.71391,13.80231",มีนบุรี,มีนบุรี,2022-06-03 16:50:07.476451+00,เสร็จสิ้น,5.0,2023-08-08 07:58:03.546339+00,Low,4
1304,"{น้ำท่วม,ถนน}","เขตคลองสามวา,ฝ่ายโยธา เขตคลองสามวา,ผอ.เขตคลองสามวา (นายสมหวัง),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ถนนเป็นหลุมบ่อ จากการก่อสร้างหมู่บ้าน  ยิ่งช่วงฝนตก น้ำขังทำให้รถตกลงไปได้ง่ย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7b738fa07af3a10f73bcdc4851f9d7124249e22f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/1694159601892.jpeg,"100.69871,13.90566",สามวาตะวันตก,คลองสามวา,2022-06-03 16:57:46.336349+00,เสร็จสิ้น,4.0,2023-09-08 07:53:23.360052+00,High,6
1305,{ทางเท้า},"เขตวัฒนา,ฝ่ายโยธา เขตวัฒนา,ผอ.เขตวัฒนา (น.ส.สุชิรา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",อยากแจ้งเรื่องทางเท้าในซอยทองหล่อค่ะ ฟุตบาทพังมากซอยแคบ/รถวิ่งตลอด แทบไม่มีทางให้เดินเลย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6514c0bf363606eb3dd74ff57eb570ae90cc3bd9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/cd520c40eedbbca11caf369a13b6b01e5f1131a8.jpg,"100.58161,13.73153",คลองตันเหนือ,วัฒนา,2022-06-03 17:05:35.25899+00,เสร็จสิ้น,2.0,2022-09-13 04:26:41.970227+00,Low,5
1306,{ถนน},"เขตบางซื่อ,สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",แยกบางโพ ถนนไม่เรียบตลอดเส้น,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6c8b352a8853e0b2840b5f0ab00f2f11de82874f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e5f9a90cd58f60d1f8fb351cad82715114e31c73.jpg,"100.52156,13.80640",บางซื่อ,บางซื่อ,2022-06-03 17:06:07.299763+00,เสร็จสิ้น,4.0,2022-10-17 01:30:23.012153+00,Low,4
1307,{ถนน},"เขตวัฒนา,ฝ่ายโยธา เขตวัฒนา,การไฟฟ้านครหลวง เขตบางกะปิ,การไฟฟ้านครหลวง MEA,ผอ.เขตวัฒนา (น.ส.สุชิรา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",เรื่องเดิมคะ คือไฟสว่างถนนหน้าบ้านไม่ติด แต่วันนี้สังเกตเห็นว่าดวงอื่นๆบนถนนติดหมดทุกดวง ยกเว้นดวงเดียวคือหน้าบ้านเลขที่ 70/1 ซอยพัฒนเวศม์12 สุขุมวิท71 คะ กรุณาช่วยตรวจสอบด้วยนะคะ ดวงนี้ไม่เคยติดเลยมา 10 ปีแล้วคะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2820969938672e81a08678227358ffc611dbd670.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-01/85b6f374c4e5eb3541ad38a8341ca5bb6b9a267d.jpg,"100.60348,13.72278",พระโขนงเหนือ,วัฒนา,2022-06-03 17:07:47.449438+00,เสร็จสิ้น,3.0,2023-01-12 14:10:01.994352+00,Low,1
1308,"{ความสะอาด,ทางเท้า}","เขตลาดพร้าว,ผอ.เขตลาดพร้าว (นางสุภาพร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ขยะบนทางเท้า เจอมา 3 วันแล้วค่ะ วันที่สอง เห็นรปภ.ของคอนโดแถวนั้นเอาใส่รถเข็นแล้วมากองทิ้งไว้ ทำให้ทางเท้าสกปรกและเดินลำบาก โดยเฉพาะช่วงหน้าฝน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d546f837f0168defbae1b8546f23688bd892c95c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/886ce9bf14ee43e5536a86e6485d5d7737d9a250.jpg,"100.61025,13.81241",ลาดพร้าว,ลาดพร้าว,2022-06-03 17:30:26.730021+00,เสร็จสิ้น,5.0,2022-06-04 02:38:48.696636+00,Very Low,2
1309,"{ความสะอาด,ทางเท้า}","เขตสะพานสูง,ฝ่ายโยธา เขตสะพานสูง,ฝ่ายรักษาความสะอาดฯ เขตสะพานสูง,ผอ.เขตสะพานสูง (นายสุพจน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ทางเท้ากับขยะค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4df7c0031a707c72404cb720a57a078ab690bc93.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ae285d411c753e3d4e00adb7ab68fda4c6fe84b2.jpg,"100.68958,13.78563",สะพานสูง,สะพานสูง,2022-06-03 17:51:29.916593+00,เสร็จสิ้น,4.0,2023-02-07 10:48:13.217466+00,Very Low,8
1310,{ทางเท้า},"เขตบางซื่อ,สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางซื่อ,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ฟุตบาทเป็นหลุมใหญ่ หน้าซอยรัชดาภิเษก 72,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/38f4fdd7ed3a629beddafecc98829b8eabd3a83f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b7fb15245d7db99b207fe53372a0504a14d70eb0.jpg,"100.53330,13.83093",วงศ์สว่าง,บางซื่อ,2022-06-03 18:23:28.270511+00,เสร็จสิ้น,4.0,2022-09-15 07:20:39.580092+00,Very Low,4
1311,{ความสะอาด},"เขตประเวศ,สำนักสิ่งแวดล้อม กทม.,ฝ่ายสิ่งแวดล้อมฯ เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",กลิ่นขยะแรงมาก ไม่มีรูปค่ะ เห็นว่ามีการแก้ไขไปแล้วแต่ก็ยังมีกลิ่นเหม็นอยู่ดี,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a5926157c4b52959e59203f87ab60c2bce7b5d1c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e1d54088bd035f5134b7c725a677586bc6cf9b73.jpg,"100.67191,13.71540",ประเวศ,ประเวศ,2022-06-03 18:28:49.449094+00,เสร็จสิ้น,4.0,2022-07-18 08:29:06.566412+00,Low,8
1312,"{ทางเท้า,ความปลอดภัย}","เขตดินแดง,ฝ่ายเทศกิจ เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)","แจ้งปัญหา ทางเท้าบริเวณ 3 เหลี่ยมดินแดง ฝั่งตลาดศรีวนิช มีอยู่ 3 เรื่อง 
1. ร้านอาหารตั้งหม้อน้ำร้อนบริเวณทางเท้า หากมีอุบัติเหตุเช่นหกล้มมีโอกาสที่จะมีอัตรายถึงชีวิต ทุกครั้งที่เดินผ่านรู้สึกไม่ปลอดภัยมากๆ
2. ร้านขายผักบริเวณเดียวกันขายผักล้ำพื้นที่ทางเท้า แถมยังนำน้ำมาราด ทำให้ทางเท้าชำรุด น้ำกระเด็นใส่ทุกครั้งที่เดินผ่าน 
3. ทางเท้าตั้งแต่ตลาดศรีวนิชจนถึงโรงแรม century park สภาพไม่ดี อยากให้ช่วยปรับปรุง",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ac73cab80e1db844cda08f799ce30646cf9e4118.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a01ba62c0e67164ab4761bae73955c33fbc6b2e7.jpg,"100.54529,13.76318",ดินแดง,ดินแดง,2022-06-03 18:47:21.856985+00,เสร็จสิ้น,1.0,2022-06-16 03:46:53.14545+00,Very Low,1
1313,{แสงสว่าง},"เขตบางพลัด,ผอ.เขตบางพลัด (น.ส.อารียา),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)","เขตบางพลัด
- ปัญหาทางเดินเท้าตลอดเส้นทางถ.จรัญสนิทวงศ์ ไม่เรียบ มีชำรุดบางจุด(ยกเว้นเฉพาะทางขึ้นสถานี mrt ที่ปกติ)

- ปัญหาขาดไฟส่องสว่าง ช่วงซ. 79-81",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e2e3f84dabe80f55248561ca4816f60b6ef8c33f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/87ef0188285b7d13c608660892e60c6e8d8905c9.jpg,"100.50451,13.79195",บางอ้อ,บางพลัด,2022-06-03 19:01:59.959835+00,เสร็จสิ้น,4.0,2022-07-03 12:24:20.73942+00,Very Low,9
1314,{เสียงรบกวน},"เขตบางนา,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",รายละเอียด : ร้านล้างรถ 24 ชม. ตรงซอยอุดมสุข27 สร้างเสียงดังรบกวนดังมากทั้งกลางวันและกลางคืน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/97e6a9705a89694e4153505064cdfb8cbb2e7902.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/283bce082eb2781c32901da7ffc92167e4d8b586.jpg,"100.62361,13.67873",บางนาเหนือ,บางนา,2022-06-03 19:09:44.649043+00,เสร็จสิ้น,4.0,2022-06-09 08:26:49.55314+00,Medium,2
1315,{ถนน},"เขตคลองเตย,ผอ.เขตคลองเตย (นางเบญญา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",จากปากซอยแสนสบาย (ถนนพระรามสี่) เลี้ยวขวาเพื่อเดินกลับคอนโดโอกะเฮาส์ ทางเดินริมฟุตบาทมืดพอสมควร และมีตึกเก่า มีกลุ่มคนหาของเก่าคาดว่าอาศัยอยู่ ช่วงกลางคืนบางวันผมรู้สึกว่าไม่ค่อยปลอดภัยเพราะบางทีกลุ่มคนเร่ร่อน บางทีจะมาอยู่บริเวณนั้น สังเกตอาการแล้วแปลก ๆ เหมือนมึนเมาในบางที,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/aada965a192c670da5f4279d42f86bb818bfed55.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6f8ec8e3b0f5610a18b8b16c0ee583dd9ea2954c.jpg,"100.57510,13.71575",คลองตัน,คลองเตย,2022-06-03 19:24:37.865399+00,เสร็จสิ้น,5.0,2022-06-16 06:57:51.00473+00,Very Low,3
1316,{ท่อระบายน้ำ},"เขตดินแดง,สำนักการโยธา กทม.,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 2 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",พื้นเป็นแอ่งกระทะ ฝาท่ออยู่สูงกว่าพื้น,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c7fab00995351c564f417b41366305aba6b90dc9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-04/f146f5167d0623fd06cf5e5223008b9b.png,"100.55597,13.76307",ดินแดง,ดินแดง,2022-06-03 19:25:46.504767+00,เสร็จสิ้น,5.0,2024-04-26 17:04:23.722+00,Very Low,14
1317,"{คลอง,ถนน}","เขตหนองจอก,ผอ.เขตหนองจอก (นายไพโรจน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ปัญหาดินสไลด์ลงคลองเวลาฝนตก จนเสาไฟฟ้าถูกดันไปอยู่กลางคลอง อีกทั้งมีผักตบชวา กีดกันทางน้ำ ดินสไลด์ยังทำให้ถนนริมคลองทรุด ซ่อมแซมทุกปี แต่ก็ยังมีน้ำคลองเอ่อล้นขึ้นมาบนถนนเช่นเดิม รถเล็กสัญจรลำบาก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3ae09a2f9f9476f3a74bdf768412ec920923554e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/78627ed7fdd97c2beb8554f77b595a077652f1ae.jpg,"100.81391,13.79227",ลำผักชี,หนองจอก,2022-06-03 19:34:41.595544+00,เสร็จสิ้น,5.0,2022-07-05 02:19:13.903256+00,Very Low,3
1318,"{แสงสว่าง,ความปลอดภัย}","เขตบางกอกน้อย,สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางกอกน้อย,ผอ.เขตบางกอกน้อย (ดร.วรชล),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",1. เขตบางกอกน้อย ตรงซอยเลียบทางรถไฟจรัญ ข้างคอนโดไอดีโอ จรัญ ไฟข้างถนนติดไม่ครบทุกดวงครับ ค่อนข้างมืดอละอันตรายครับต,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3d768b704bcf159136eef18e029fd9f1e76a57be.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/a79e842842fe35dd69d6087fb6cba64f7e0a9ce6.jpg,"100.47127,13.76391",บางขุนศรี,บางกอกน้อย,2022-06-03 19:41:58.374571+00,เสร็จสิ้น,5.0,2022-08-30 03:53:49.315116+00,Very Low,6
1319,"{สะพาน,ถนน}","เขตจตุจักร,สำนักการโยธา กทม.,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",สะพานลอยหน้าวัดเทวสุนทรตรงข้ามมอเกษตรไม่มีไฟค่ะทางถนนก็ไม่มีไฟมีชาวบ้านโดนโจรดักบ่อยค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c275742a65f7eddd22d225a43dd11bdb3b326a6d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f04ffa7bca0aec4a5e7a008978b2586eab549d80.jpg,"100.56401,13.85385",ลาดยาว,จตุจักร,2022-06-03 20:19:41.01042+00,เสร็จสิ้น,4.0,2023-02-13 10:16:03.396931+00,Very Low,7
1320,"{ทางเท้า,ถนน,แสงสว่าง,ความปลอดภัย}","เขตดุสิต,สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตสามเสน,การไฟฟ้านครหลวง MEA,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ต้องการแจ้งเรื่องไฟส่องสว่างและทางเท้า ถนนศรีอยุธยาช่วงซอยวัดเทวราชกุญชร มืดและอันตรายมากในเวลากลางคืนต้องผู้สัญจรไปมา,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9817e05da62001b27d312dce677d46cf35438334.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/1696215130339.jpeg,"100.50408,13.77162",วชิรพยาบาล,ดุสิต,2022-06-03 21:24:17.078503+00,เสร็จสิ้น,3.0,2023-10-02 02:52:11.629238+00,Very Low,7
1321,"{เสนอแนะ,ถนน,ความสะอาด}","เขตราชเทวี,ผอ.เขตราชเทวี (นายกรณิศ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ซอยเพชรบุรี 12 เขตราชเทวี เป็นซอยตัน ที่มีป้ายติดว่าห้ามจอดฝั่งไหนวันคู่วันคี่ แต่ในความเป็นจริง ไม่มีใครมาตรวจตราเลย จอดมั่วไปหมด บางคันจอดมาเป็นปีๆ ทำให้เกิดการจราจรแออัด รวมทั้งท้ายซอยกลายเป็นที่ทิ้งขยะ ทั้งๆที่มีป้ายเขตติดว่า ไม่ใช่ที่ทิ้งขยะ ที่ทิ้งขยะดังกล่าวนี้ สอบถามไปทางเขตแล้ว เขตยืนยันว่าเป้นที่ทิ้งขยะ แต่ไม่ไก้มีการจัดการอะไรเลย ปล่อยให้คนเอาขยะมาวางสุมๆกันทุกวัน แล้วรถขยะมาเก็บขยะตอนมืดค่ำ แต่ไม่ได้มาแค่เก็บขยะ มาเปิดถุงขยะแล้วคัดแยกขยะตรงนี้เลย ทำให้การจัดเก็บขยะบางครั้งเสร็จสิ้นเกือบๆ สี่ทุ่ม รบกวนชาวบ้านมาก และเศษขยะที่โดนรื้อแกะออกมา ก็ไม่ได้มีการจัดเก้บให้เรียบร้อย บางครั้งปลิวว่อน ก่อให้เกิดความสกปรกกว่าเดิมอีก เคยแนะนำให้ทางเขตเอาถังใหญ่มาวาง แล้วเก็บถังใหญ่ไปทุกวันแทน ทางเขตบอกว่ามันจะส่งกลิ่นเหม็นมาก แต่ทำแบบนี้ก็ส่งกลิ่นเหมือนกัน โดยเฉพาะน้ำขยะที่ไหลออกมาตอนที่ พนง เก็บขยะแกะถุง แล้วเวลาค่ำที่รถขยะมาเก็บนั้น การจราจรก็แย่กว่าเดิมอีก ชาวบ้านแทบจะเดินผ่านไม่ได้ เพราพขยะเต็มถนนไปหมด รบกวนด้วยครับ ผมแจ้งไปทางเขตหลายครั้งแล้ว มีดีขึ้นเล็กน้อย แต่เรื่องเสียงและความสกปรกไม่ดีขึ้นเลย คือไม่ได้ว่าอะไรนะครับถ้าตรงนี้จะเป็นที่ทิ้งขนะ แต่ขอให้จัดการให้เกิดเสียงรบกวนน้อยลงและไม่กระทบจราจรเกินไป ขอบคุณครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d01f4df0c1255026bae1c29d182e91bc7bdae8a9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/18bad8af064f528bbe864be57292eedec21d62f3.jpg,"100.52945,13.75064",ถนนเพชรบุรี,ราชเทวี,2022-06-03 21:41:51.41379+00,เสร็จสิ้น,4.0,2022-06-09 10:39:28.594261+00,Very Low,4
1322,{ถนน},"เขตดุสิต,สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตสามเสน,การไฟฟ้านครหลวง MEA,ผอ.เขตดุสิต (น.ส.รุจิรา),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ไปส่องสว่างถนนศรีอยุธยาทางไปวัดเทวราขกุญชร ข้างหิสมุดแห่งชาติหน้ากรมศิลปากร ทางไปมหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร ไปโรงเรียนวัดเทวราชกุญชร ไม่ส่องสว่างมานานมากเเล้ว แจ้งไปสามปีแล้วไม่ได้การแก้ไขม เหยื่อยมากกก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3f4480c69456a460b85b6e1826d33a5545c60686.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-08/1692530262653.jpeg,"100.50319,13.77184",วชิรพยาบาล,ดุสิต,2022-06-03 22:47:10.167514+00,เสร็จสิ้น,4.0,2023-11-30 01:12:43.529548+00,Low,2
1323,"{ถนน,ความปลอดภัย}","เขตหนองจอก,สน.หนองจอก,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 3 (บก.น.3),ผอ.เขตหนองจอก (นายไพโรจน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",เป็นถนนสวนเลน ไม่มีฟุตพาท มักจะมีรถบรรทุกพ่วงแอบลักลอบขับผ่านทางนี้หนีด่านตรวจสุวิทวงศ์ อันตราย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6aaeb900f5e852a4e9a2a1170eb94abc70d69857.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/6d51a362410c1e90aad861b9ee502cbaf67c7fb6.jpg,"100.87709,13.85199",กระทุ่มราย,หนองจอก,2022-06-03 23:29:26.454436+00,เสร็จสิ้น,4.0,2022-08-14 07:58:43.082282+00,Very Low,2
1324,{ความสะอาด},"เขตประเวศ,ฝ่ายรักษาความสะอาดฯ เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ไม่มีการจัดเก็บขยะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a3e7c53f79013fbf0c61a177618f60e24b5161eb.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/eee5db74b68681eff689b981e91faa383444d06a.jpg,"100.64987,13.67929",หนองบอน,ประเวศ,2022-06-03 23:30:59.384405+00,เสร็จสิ้น,5.0,2022-06-10 06:00:52.168375+00,Very Low,6
